category_id,cnt,maker,model,detail,model_detail,cost_wages,cost_repairparts,cost_total,part,repair
as-0081523,28035,현대,스타렉스,그랜드스타렉스웨건(18),디젤 스마트(12인승),264829.0,0,264829,,"Bumper:coating,exchange"
as-0081521,28033,현대,그랜저,그랜져IG(17),LPi 렌터카 3.0,464011.0,0,464011,,"Front bumper:repair,coating"
as-0081520,28032,현대,아반떼,아반떼AD(16),1.6 GDI 모던,221479.0,0,221479,Front bumper,"Bumper:coating,exchange"
as-0081519,28031,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,374439.0,0,374439,,"Bumper:coating,exchange"
as-0081500,28021,기아,모닝,올뉴모닝(15),럭셔리,374107.0,0,374107,,Front bumper:repair;Bumper:coating
as-0081451,27985,현대,싼타페,싼타페TM(18),디젤2.2,438367.0,0,438367,Rear bumper,Front bumper:repair;Bumper:coating
as-0081442,27981,한국GM,스파크,더넥스트스파크,LTZ(에코),442322.0,0,442322,,"Front bumper:repair,coating"
as-0081422,27965,현대,쏘나타,쏘나타(19),G2.0,276669.0,0,276669,Bonnet,"Bumper:coating,exchange"
as-0081413,27957,기아,K7,올 뉴 K7,3.0 LPI 렌터카 프레스티지,347443.0,0,347443,,"Front bumper:repair,coating"
as-0081408,27954,현대,싼타페,싼타페(15),디젤2.0  익스 스페셜,434909.0,0,434909,Front bumper,"Bumper:coating,exchange"
as-0081407,27953,현대,쏘나타,쏘나타(19),G2.0,873267.0,0,873267,,Front bumper:repair;Bumper:coating
as-0081404,27950,현대,EQ900,EQ900,3.8 GDI 프레스티지,489273.0,0,489273,Front bumper,"Front bumper:repair,coating"
as-0081401,27947,현대,쏘나타,쏘나타(19),G2.0,654859.0,0,654859,,Side mirror:exchange
as-0081376,27931,현대,싼타페,싼타페DM,디젤 2.0 2WD,444967.0,0,444967,Front bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0081366,27927,기아,카니발,올뉴카니발(14),2.2디젤럭셔리(9인승),507577.0,0,507577,Front bumper,"Front bumper:repair,coating"
as-0081350,27918,현대,EQ900,EQ900,3.8 GDI 프레스티지,489233.0,0,489233,Rear bumper,"Front bumper:repair,coating"
as-0081328,27905,현대,G70,G70(17),2.0T,715169.0,0,715169,,"Bumper:coating,exchange"
as-0081326,27904,현대,그랜저,HG그랜져,HG 300 LPI (15),422673.0,0,422673,"Rear door,Front bumper,Front door","Front bumper:repair,coating"
as-0081310,27894,기아,모닝,올 뉴 모닝(11),럭셔리,271549.0,0,271549,Front bumper,"Bumper:coating,exchange"
as-0081288,27884,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,459667.0,0,459667,,Front bumper:repair;Bumper:coating
as-0081256,27861,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,1025129.0,0,1025129,Wheel,"Bumper:coating,exchange"
as-0081250,27859,기아,모닝,올뉴모닝(15),바이퓨얼 럭셔리,479629.0,0,479629,"Front fender,Rear door,Front door","Bumper:coating,exchange"
as-0081243,27853,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,1034649.0,0,1034649,"Front fender,Front bumper","Bumper:coating,exchange"
as-0081223,27836,현대,아반떼,아반떼AD(16),1.6 GDI 모던,221519.0,0,221519,Front bumper,"Bumper:coating,exchange"
as-0081221,27835,기아,모닝,올뉴모닝(17),럭셔리,332653.0,0,332653,Front bumper,"Front bumper:repair,coating"
as-0081172,27804,기아,스포티지,스포티지(16),노블레스 2.0,376925.0,0,376925,,"Front bumper:repair,coating"
as-0081154,27790,현대,싼타페,싼타페DM,디젤 2.0 2WD,428317.0,0,428317,Front bumper,Front bumper:repair;Bumper:coating
as-0081139,27779,기아,카니발,올뉴카니발(14),2.2디젤노블레스(9인승),458164.0,0,458164,Front bumper,"Front bumper:repair,coating"
as-0081138,27778,현대,싼타페,싼타페TM(18),가솔린2.0 T 인스퍼레이션,483219.0,0,483219,Front bumper,"Bumper:coating,exchange"
as-0081088,27739,현대,투싼,올뉴투싼(15),R2.0 모던,384296.0,0,384296,,"Front bumper:repair,coating"
as-0081051,27714,기아,쏘렌토,올뉴쏘렌토(18),2.0 디젤 노블레스,375437.0,0,375437,,"Front bumper:repair,coating"
as-0081046,27711,기아,K9,K9,3.3 GDI 노블레스,411332.0,128800,540132,,"Front bumper:repair,coating"
as-0081016,27687,현대,싼타페,싼타페TM(18),디젤2.0,448337.0,0,448337,,Front bumper:repair;Bumper:coating
as-0081008,27681,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,640617.0,0,640617,Front fender,Front bumper:repair;Bumper:coating
as-0080986,27666,현대,쏘나타,LF 쏘나타,2.0 LPI,285249.0,0,285249,,"Bumper:coating,exchange"
as-0080971,27658,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,816212.0,0,816212,Head lights,Front bumper:repair;Bumper:coating
as-0080966,27655,현대,펠리세이드,팰리세이드(19),프레스티지 가솔린,128890.0,560000,688890,Wheel,Wheel:exchange
as-0080952,27645,현대,투싼,올뉴투싼(15),R2.0 프리미엄,378863.0,0,378863,,"Front bumper:repair,coating"
as-0080950,27644,현대,그랜저,HG그랜져,HG 240 (15),452504.0,0,452504,Front bumper,"Front bumper:repair,coating"
as-0080937,27636,현대,G80,제네시스(14),G330 Premium,367559.0,0,367559,,"Bumper:coating,exchange"
as-0080926,27627,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,324579.0,0,324579,Front bumper,"Bumper:coating,exchange"
as-0080910,27612,현대,쏘나타,쏘나타(19),G2.0,686737.0,0,686737,"Front fender,Front bumper","Front bumper:repair,coating;Bumper:coating,exchange"
as-0080892,27599,현대,아반떼,아반떼AD(16),1.6 GDI 모던,327527.0,0,327527,,Front bumper:repair;Bumper:coating
as-0080864,27577,기아,모닝,올 뉴 모닝(11),럭셔리,536019.0,0,536019,Front bumper,"Bumper:coating,exchange"
as-0080851,27567,현대,G80,G80(16),3.3 스포즈,480163.0,0,480163,,"Front bumper:repair,coating"
as-0080848,27565,현대,G80,G80(16),3.3 프리미엄 럭셔리,480163.0,0,480163,,"Front bumper:repair,coating"
as-0080836,27558,현대,그랜저,HG그랜져,HG 240 (15),387706.0,0,387706,,"Front bumper:repair,coating"
as-0080834,27556,현대,스타렉스,그랜드스타렉스 웨건,12인승(CVX),522309.0,0,522309,,"Bumper:coating,exchange"
as-0080788,27521,현대,쏘나타,쏘나타(19),G2.0,348889.0,0,348889,,"Bumper:coating,exchange"
as-0080780,27515,기아,K7,올 뉴 K7,3.3 GDI 노블레스,420660.0,0,420660,,"Front bumper:repair,coating"
as-0080767,27507,현대,그랜저,HG그랜져,HG 300,390835.0,0,390835,,"Front bumper:repair,coating"
as-0080763,27504,현대,G80,G80(16),3.3 프리미엄 럭셔리,129870.0,437272,567142,Wheel,Wheel:exchange;Wheel:exchange
as-0080737,27483,현대,G80,G80(16),3.3 프리미엄 럭셔리,461123.0,0,461123,,"Front bumper:repair,coating"
as-0080734,27481,현대,G80,제네시스(14),G330 Premium,755259.0,0,755259,"Front fender,Front bumper,Front door","Bumper:coating,exchange"
as-0080718,27466,기아,카니발,올뉴카니발(14),2.2디젤하이리무진(7인승),191500.0,172000,363500,,Wheel:exchange
as-0080662,27423,현대,싼타페,싼타페TM(18),디젤2.2 인스퍼레이션,643027.0,0,643027,,"Front bumper:repair;Bumper:coating,exchange"
as-0080652,27417,기아,K9,K9(18),3.8GDi 플레티넘Ⅲ,735067.0,0,735067,Front bumper,Front bumper:repair;Bumper:coating
as-0080632,27408,현대,EQ900,EQ900,3.8 GDI 프레스티지,31560.0,310000,341560,,Wheel:exchange
as-0080631,27407,현대,스타렉스,그랜드스타렉스3밴(18),디젤 스마트,517217.0,0,517217,,"Front bumper:repair,coating"
as-0080627,27404,현대,아반떼,아반떼AD(16),1.6 GDI 모던,407039.0,0,407039,,"Bumper:coating,exchange"
as-0080615,27396,현대,아반떼,아반떼MD(13),1.6 GDI,440936.0,0,440936,"Front fender,Front bumper,Bonnet","Front bumper:repair,coating"
as-0080604,27391,현대,쏘나타,쏘나타(19),L2.0,651647.0,0,651647,Front bumper,Front bumper:repair;Bumper:coating
as-0080587,27378,현대,싼타페,싼타페TM(18),디젤2.0 인스퍼레이션,448397.0,0,448397,,Front bumper:repair;Bumper:coating
as-0080566,27362,기아,모닝,올뉴모닝(15),럭셔리,316111.0,0,316111,,"Front bumper:repair,coating"
as-0080552,27355,현대,쏘나타,쏘나타(19),G2.0,492709.0,0,492709,Front bumper,"Bumper:coating,exchange"
as-0080548,27352,현대,쏘나타,쏘나타(19),G2.0,500937.0,0,500937,,Front bumper:repair;Bumper:coating
as-0080535,27342,현대,아반떼,아반떼AD(16),1.6 GDI 모던,374849.0,0,374849,Head lights,"Bumper:coating,exchange"
as-0080530,27339,현대,아반떼,아반떼AD(16),1.6 GDI 모던,623097.0,110909,734006,"Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0080486,27305,기아,스포티지,스포티지(16),노블레스 스페셜 2.0,357693.0,0,357693,Front bumper,"Front bumper:repair,coating"
as-0080480,27301,현대,쏘나타,쏘나타(19),L2.0 렌터카,757819.0,0,757819,Trunk lid,"Bumper:coating,exchange"
as-0080473,27295,현대,G80,G80(16),3.3 스포즈,487383.0,0,487383,Front bumper,"Front bumper:repair,coating"
as-0080462,27288,현대,싼타페,싼타페TM(18),디젤2.0 인스퍼레이션,676987.0,0,676987,,Front bumper:repair;Bumper:coating
as-0080456,27283,기아,스포티지,스포티지(16),프레스티지 2.0,368213.0,0,368213,Front bumper,"Front bumper:repair,coating"
as-0080439,27273,현대,싼타페,싼타페(15),디젤2.0  익스클루시브,373686.0,0,373686,Front bumper,"Front bumper:repair,coating"
as-0080437,27271,현대,투싼,올뉴투싼(15),R2.0 모던,565756.0,0,565756,,"Front bumper:repair,coating"
as-0080430,27266,현대,싼타페,싼타페TM(18),디젤2.2,743937.0,0,743937,"Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0080423,27260,쌍용,티볼리,티볼리,VX (디젤),776172.0,0,776172,Front bumper,"Front bumper:repair,coating"
as-0080372,27226,현대,G80,제네시스(14),G330 Premium,376629.0,0,376629,,"Bumper:coating,exchange"
as-0080325,27193,현대,싼타페,싼타페TM(18),디젤2.2 인스퍼레이션,753357.0,0,753357,"Front fender,Front bumper","Front bumper:repair;Bumper:coating,exchange"
as-0080293,27165,현대,아반떼,아반떼AD(16),1.6 GDI 모던,654247.0,0,654247,,Front bumper:repair;Bumper:coating
as-0080226,27116,현대,베뉴,베뉴(19),모던,452619.0,0,452619,,"Bumper:coating,repair"
as-0080221,27112,현대,아반떼,아반떼AD(16),1.6 GDI 모던,400219.0,0,400219,Front bumper,"Bumper:coating,exchange"
as-0080218,27109,기아,카니발,올뉴카니발(14),2.2디젤프레스티지(9인승),27000.0,0,27000,Wheel,Wheel:exchange
as-0080046,26983,현대,G80,제네시스(14),G330 Premium,382359.0,0,382359,,"Bumper:coating,exchange"
as-0079981,26940,현대,아반떼,아반떼MD(13),1.6 GDI,293676.0,0,293676,Front bumper,"Front bumper:repair,coating"
as-0079974,26935,현대,싼타페,싼타페TM(18),디젤2.0,715767.0,0,715767,,Front bumper:repair;Bumper:coating
as-0079964,26927,현대,스타렉스,그랜드스타렉스3밴(18),디젤 스마트,513607.0,0,513607,,"Front bumper:repair,coating"
as-0079919,26892,기아,모닝,올뉴모닝(15),바이퓨얼 스마트,270916.0,0,270916,"Rear door,Rocker panel(R),Front bumper,Front door","Front bumper:repair,coating"
as-0079913,26890,현대,G80,제네시스(14),G330 Modern,748807.0,0,748807,Front fender,Front bumper:repair;Bumper:coating
as-0079887,26877,현대,쏘나타,쏘나타(19),G2.0,245919.0,0,245919,Front bumper,"Bumper:coating,exchange"
as-0079868,26858,현대,EQ900,EQ900,3.8 GDI 프레스티지,390773.0,0,390773,,"Front bumper:repair,coating"
as-0079854,26853,기아,K5,K5(15),디젤 1.7 럭셔리,479986.0,0,479986,,"Front bumper:repair,coating"
as-0079840,26841,기아,K3,K3(18),럭셔리,638987.0,0,638987,"Front fender,Rocker panel(R)",Front bumper:repair;Bumper:coating
as-0079819,26823,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,612487.0,0,612487,,"Front bumper:repair;Bumper:coating,exchange"
as-0079798,26806,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,728019.0,0,728019,,"Bumper:coating,exchange"
as-0079777,26793,현대,그랜저,HG그랜져,HG 240,513126.0,0,513126,,"Front bumper:repair,coating"
as-0079773,26789,기아,모닝,올뉴모닝(17),디럭스,397106.0,0,397106,Front bumper,"Front bumper:repair,coating"
as-0079772,26788,현대,아이오닉,아이오닉,N,434536.0,0,434536,,"Front bumper:repair,coating"
as-0079748,26771,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,712549.0,0,712549,"Front fender,Front bumper,Front door","Bumper:coating,exchange"
as-0079731,26758,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,563927.0,0,563927,Front bumper,"Front bumper:repair,coating"
as-0079723,26753,현대,쏘나타,LF 쏘나타,2.0 LPI,754997.0,0,754997,"Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0079691,26731,현대,그랜저,그랜져IG(17),디젤 2.2 프리미엄,403168.0,0,403168,"Front fender,Front door","Front bumper:repair,coating"
as-0079688,26728,현대,G80,G80(16),3.3 프리미엄 럭셔리,92500.0,879000,971500,,Wheel:exchange;Wheel:exchange
as-0079676,26718,현대,그랜저,HG그랜져,HG 300,422517.0,0,422517,,"Front bumper:repair,coating"
as-0079672,26714,르노삼성,QM6,QM6,LE,513559.0,0,513559,,"Front bumper:repair,coating"
as-0079590,26656,현대,EQ900,EQ900,3.8 GDI 프레스티지,127230.0,792000,919230,,Wheel:exchange;Wheel:exchange
as-0079579,26646,현대,G80,G80(16),3.3 럭셔리,461523.0,0,461523,,"Front bumper:repair,coating"
as-0079527,26610,쌍용,티볼리,티볼리,LX (가솔린 최고급형),354136.0,0,354136,Wheel,"Front bumper:repair,coating"
as-0079502,26591,현대,EQ900,EQ900,3.8 GDI 프레스티지,24070.0,390000,414070,,Wheel:exchange
as-0079458,26555,현대,아반떼,아반떼AD(16),1.6 GDI 모던,726067.0,0,726067,Front bumper,Front bumper:repair;Bumper:coating
as-0079399,26514,현대,쏘나타,쏘나타(19),G2.0,476629.0,0,476629,Front bumper,"Bumper:coating,repair"
as-0079330,26465,현대,베라크루즈,베라크루즈,380VX(가솔린),340367.0,0,340367,,"Front bumper:repair,coating"
as-0079318,26456,르노삼성,SM3,뉴SM3(2012),RE,380968.0,0,380968,"Rear bumper,Trunk lid","Front bumper:repair,coating"
as-0079300,26443,현대,엑센트,엑센트(15),스마트(1.4DOHC),281586.0,0,281586,Front bumper,"Front bumper:repair,coating"
as-0079299,26442,한국GM,스파크,스파크(마티즈크리에이티브),LT,338555.0,0,338555,Front bumper,"Front bumper:repair,coating"
as-0079288,26435,현대,쏘나타,LF 쏘나타,2.0 LPI,348179.0,0,348179,,"Bumper:coating,exchange"
as-0079283,26432,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,469309.0,0,469309,,"Bumper:coating,exchange"
as-0079243,26407,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,483625.0,0,483625,,"Front bumper:repair,coating"
as-0079221,26390,현대,그랜저,HG그랜져,HG 240,377396.0,0,377396,Rear bumper,"Front bumper:repair,coating"
as-0079205,26377,한국GM,스파크,스파크(마티즈크리에이티브),GROOVE,276986.0,0,276986,Front bumper,"Front bumper:repair,coating"
as-0079170,26353,현대,싼타페,싼타페TM(18),디젤2.0,488467.0,0,488467,Front bumper,"Front bumper:repair;Bumper:coating,exchange"
as-0079166,26351,한국GM,스파크,스파크(마티즈크리에이티브),LT,341055.0,0,341055,Wheel,"Front bumper:repair,coating"
as-0079139,26332,현대,아반떼,아반떼AD(16),1.6 GDI 모던,317859.0,0,317859,,"Bumper:coating,exchange"
as-0079090,26289,현대,싼타페,싼타페(15),디젤2.0  프리미엄,418970.0,0,418970,Front bumper,"Front bumper:repair,coating"
as-0079047,26262,현대,싼타페,싼타페(15),디젤2.0  익스 스페셜,403713.0,0,403713,Front bumper,"Front bumper:repair,coating"
as-0079031,26248,현대,엑센트,엑센트(15),모던(1.4DOHC),283946.0,0,283946,Front bumper,"Front bumper:repair,coating"
as-0078980,26207,현대,G80,제네시스(14),G330 Premium,682399.0,0,682399,,"Bumper:coating,exchange"
as-0078970,26201,현대,그랜저,HG그랜져,HG 300,339598.0,0,339598,Front bumper,"Front bumper:sheet_metal,exchange,coating"
as-0078867,26130,기아,모닝,올뉴모닝(15),럭셔리,329797.0,0,329797,Front bumper,"Front bumper:repair,coating"
as-0078824,26097,현대,쏘나타,LF 쏘나타,2.0 LPI,372758.0,0,372758,Front fender,Side mirror:exchange
as-0078816,26091,현대,G80,제네시스(14),G330 Premium,682329.0,0,682329,Rear bumper,"Bumper:coating,exchange"
as-0078803,26083,한국GM,말리부,올뉴말리부(2017),1.5 터보 LT,490719.0,0,490719,,"Front bumper:repair,coating"
as-0078780,26065,현대,아반떼,아반떼AD(16),1.6 GDI 모던,426777.0,0,426777,Front bumper,Front bumper:repair;Bumper:coating
as-0078773,26059,현대,G80,제네시스(14),G330 Premium,682399.0,0,682399,,"Bumper:coating,exchange"
as-0078678,25992,현대,투싼,올뉴투싼(15),R2.0 모던,420897.0,0,420897,,"Front bumper:repair,coating"
as-0078611,25950,현대,G80,G80(16),3.3 프리미엄 럭셔리,61900.0,0,61900,,Wheel:exchange;Wheel:exchange
as-0078549,25913,현대,그랜저,그랜져IG(17),렌터카,573995.0,0,573995,Front bumper,"Front bumper:repair,coating"
as-0078547,25911,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 모던,386239.0,0,386239,,"Front bumper:repair,coating"
as-0078471,25856,현대,아반떼,아반떼AD(16),1.6 GDI 모던,426727.0,0,426727,Trunk lid,Front bumper:repair;Bumper:coating
as-0078462,25852,기아,모닝,올뉴모닝(17),럭셔리,538497.0,0,538497,"Front bumper,Bonnet","Front bumper:repair,coating"
as-0078424,25826,현대,싼타페,싼타페DM,디젤 2.0 2WD,389963.0,0,389963,,"Front bumper:repair,coating"
as-0078399,25812,현대,G80,제네시스(14),G330 Modern,661565.0,0,661565,"Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0078392,25806,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,362911.0,0,362911,,Front bumper:repair;Bumper:coating
as-0078360,25785,현대,투싼,올뉴투싼(15),R2.0 스타일,384296.0,0,384296,Front bumper,"Front bumper:repair,coating"
as-0078294,25741,르노삼성,QM6,QM6,LE,838245.0,0,838245,,"Front bumper:repair,coating"
as-0078245,25709,기아,카니발,올뉴카니발(14),2.2디젤노블레스(9인승),516537.0,0,516537,Front bumper,"Front bumper:repair,coating"
as-0078237,25703,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,990257.0,0,990257,Rear bumper,Front bumper:repair;Bumper:coating
as-0078214,25688,현대,투싼,올뉴투싼(15),UⅡ 1.7 프리미엄,330351.0,0,330351,Front bumper,"Front bumper:repair,coating"
as-0078100,25621,기아,K7,K7,GDI 2.4,404401.0,0,404401,"Rear bumper,Trunk lid","Front bumper:repair,coating"
as-0078070,25602,현대,G80,G80(16),3.3 프리미엄 럭셔리,503667.0,0,503667,,"Front bumper:repair,coating"
as-0078005,25561,기아,K3,K3,프레스티지,388815.0,0,388815,Front bumper,"Front bumper:repair,coating"
as-0077982,25544,기아,모하비,모하비(16),노블레스(2WD),536956.0,0,536956,Rear bumper,"Front bumper:repair,coating"
as-0077962,25530,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,375238.0,0,375238,,"Front bumper:repair,coating"
as-0077944,25517,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,321176.0,0,321176,Front bumper,"Front bumper:repair,coating"
as-0077941,25514,현대,스타렉스,그랜드스타렉스 5밴(15),디젤 스마트,457578.0,0,457578,Front bumper,"Front bumper:repair,coating"
as-0077871,25473,현대,스타렉스,그랜드스타렉스 5밴(15),디젤 스마트,445235.0,0,445235,,"Front bumper:repair,coating"
as-0077867,25470,현대,쏘나타,YF 쏘나타,Y20 Prime,326079.0,0,326079,Rear bumper,"Front bumper:repair,coating"
as-0077823,25443,기아,K3,K3,럭셔리,399989.0,0,399989,,"Front bumper:repair,coating"
as-0077777,25411,기아,쏘렌토,올뉴쏘렌토,R2.2 디젤 럭셔리,342137.0,0,342137,Front bumper,"Front bumper:repair,coating"
as-0077756,25399,기아,모닝,올 뉴 모닝(11),스마트,260358.0,0,260358,,"Front bumper:repair,coating"
as-0077746,25390,현대,그랜저,HG그랜져,HG 240,280240.0,0,280240,,"Front bumper:sheet_metal,exchange,coating"
as-0077683,25349,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄,379188.0,0,379188,,"Front bumper:repair,coating"
as-0077677,25345,쌍용,코란도,코란도스포츠,CX5 (2WD),461866.0,0,461866,Front bumper,"Front bumper:repair,coating"
as-0077537,25259,현대,스타렉스,그랜드스타렉스 3밴,3인승(CVX),531138.0,0,531138,,"Front bumper:repair,coating"
as-0077528,25255,쌍용,티볼리,티볼리,LX (디젤),368206.0,0,368206,Front bumper,"Front bumper:repair,coating"
as-0077430,25188,현대,투싼,올뉴투싼,UⅡ 1.7 모던,264976.0,0,264976,Front bumper,"Front bumper:repair,coating"
as-0077336,25134,현대,투싼,올뉴투싼,UⅡ 1.7 스타일,453598.0,410500,864098,,"Front bumper:repair,coating"
as-0077322,25125,현대,G80,제네시스(14),G330 Premium,124010.0,216363,340373,,Wheel:exchange
as-0077294,25105,현대,그랜저,HG그랜져,HG 240 (15),374107.0,0,374107,Front bumper,"Front bumper:repair,coating"
as-0077226,25061,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,334406.0,0,334406,Front bumper,"Front bumper:repair,coating"
as-0077220,25056,기아,K3,K3,럭셔리,443082.0,0,443082,"Head lights,Front bumper","Front bumper:repair,coating"
as-0077179,25030,기아,카니발,뉴카니발9인승(06),리무진,353106.0,0,353106,,"Front bumper:repair,coating"
as-0077178,25029,르노삼성,SM5,SM5(10),SE,382355.0,0,382355,Trunk lid,"Front bumper:repair,coating"
as-0077141,25001,현대,투싼,올뉴투싼,R2.0 모던,314033.0,0,314033,,"Front bumper:repair,coating"
as-0077118,24985,쌍용,코란도,코란도 C,CLUBBY,280680.0,326000,606680,,Wheel:exchange;Wheel:exchange
as-0077101,24972,현대,싼타페,싼타페DM,디젤 2.0 4WD,637160.0,0,637160,,"Front bumper:sheet_metal,exchange,coating"
as-0077028,24933,현대,EQ900,EQ900,3.8 GDI 프리미엄럭셔리,421494.0,0,421494,Front bumper,"Front bumper:repair,coating"
as-0076983,24906,현대,그랜저,HG그랜져,HG 240,342817.0,0,342817,,"Front bumper:repair,coating"
as-0076968,24896,현대,싼타페,싼타페DM,디젤2.0 2WD(2015),161440.0,0,161440,Rear fender,Wheel:exchange
as-0076903,24859,현대,EQ900,EQ900,5.0 GDI 프레스티지L,391568.0,0,391568,Front bumper,"Front bumper:repair,coating"
as-0076811,24804,현대,아반떼,아반떼MD(13),1.6 GDI,304791.0,0,304791,Front bumper,"Front bumper:repair,coating"
as-0076785,24787,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,287136.0,0,287136,Front bumper,"Front bumper:repair,coating"
as-0076774,24779,기아,K5,K5(15),가솔린 2.0 럭셔리,321106.0,0,321106,,"Front bumper:repair,coating"
as-0076723,24749,한국GM,스파크,스파크(마티즈크리에이티브),LS,317949.0,0,317949,Front bumper,"Front bumper:repair,coating"
as-0076678,24719,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,346766.0,0,346766,,"Front bumper:repair,coating"
as-0076640,24694,기아,쏘렌토,올뉴쏘렌토,R2.0 럭셔리,324739.0,0,324739,"Front fender,Front bumper","Front bumper:repair,coating"
as-0076636,24691,기아,카니발,올뉴카니발(14),노블레스(11인승),370893.0,0,370893,,"Front bumper:repair,coating"
as-0076629,24687,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 럭셔리,146610.0,0,146610,,Wheel:exchange;Wheel:exchange
as-0076581,24659,현대,스타렉스,그랜드스타렉스 5밴,5인승(CVX),431743.0,0,431743,,"Front bumper:repair,coating"
as-0076557,24644,기아,모닝,올 뉴 모닝(11),럭셔리,280039.0,0,280039,,"Front bumper:repair,coating"
as-0076536,24632,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,348298.0,0,348298,Front bumper,"Front bumper:repair,coating"
as-0076525,24627,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,299131.0,0,299131,,"Front bumper:repair,coating"
as-0076500,24614,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,318499.0,0,318499,Front bumper,"Front bumper:repair,coating"
as-0076499,24613,기아,모닝,올 뉴 모닝(11),디럭스,269023.0,0,269023,,"Front bumper:repair,coating"
as-0076471,24595,기아,카니발,올뉴카니발(14),노블레스(9인승),406065.0,0,406065,,"Front bumper:repair,coating"
as-0076466,24592,현대,투싼,투싼 IX,디젤VGT 2WD LMX20,355093.0,0,355093,Front bumper,"Front bumper:repair,coating"
as-0076434,24566,현대,G80,제네시스(14),G380 Prestige,380536.0,0,380536,Rear bumper,"Front bumper:repair,coating"
as-0076337,24509,쌍용,티볼리,티볼리,LX (가솔린 최고급형),283506.0,0,283506,Front bumper,"Front bumper:repair,coating"
as-0076333,24506,기아,모닝,올 뉴 모닝(11),디럭스,291350.0,0,291350,Front bumper,"Front bumper:repair,coating"
as-0076267,24458,현대,싼타페,싼타페DM,디젤2.2 2WD(2015),389523.0,0,389523,,"Front bumper:repair,coating"
as-0076159,24393,현대,G80,제네시스(14),G330 Premium,399237.0,0,399237,,"Front bumper:repair,coating"
as-0076111,24363,현대,벨로스터,벨로스터,Extreme,439747.0,0,439747,Front bumper,"Front bumper:repair,coating"
as-0076081,24348,르노삼성,SM6,SM6,2.0 GDE LE,1377966.0,0,1377966,,"Front bumper:repair,coating"
as-0076077,24344,기아,스포티지,스포티지(16),노블레스 1.7,324676.0,0,324676,Front bumper,"Front bumper:repair,coating"
as-0076031,24318,한국GM,스파크,더넥스트스파크,LT,295708.0,0,295708,,"Front bumper:repair,coating"
as-0075694,24131,현대,싼타페,싼타페DM,디젤 2.2 4WD,71280.0,306900,378180,Wheel,Wheel:exchange
as-0075693,24130,현대,스타렉스,그랜드스타렉스 3밴,3인승(CVX),405016.0,0,405016,Front bumper,"Front bumper:repair,coating"
as-0075688,24127,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,405843.0,0,405843,,"Front bumper:repair,coating"
as-0075684,24125,기아,스포티지,스포티지(16),프레스티지 2.0,328959.0,0,328959,,"Front bumper:repair,coating"
as-0075678,24122,현대,에쿠스,에쿠스(09),VL500 프레스티지,266540.0,0,266540,,Wheel:exchange;Wheel:exchange
as-0075639,24097,현대,그랜저,HG그랜져,HG 300,326900.0,0,326900,,"Front bumper:repair,coating"
as-0075638,24096,현대,투싼,올뉴투싼,UⅡ 1.7 모던,280626.0,0,280626,,"Front bumper:repair,coating"
as-0075626,24086,현대,그랜저,HG그랜져,HG 300,283114.0,0,283114,Front bumper,"Front bumper:sheet_metal,exchange,coating"
as-0075624,24084,현대,투싼,올뉴투싼,R2.0 모던,190080.0,211000,401080,Wheel,Wheel:exchange
as-0075562,24046,현대,스타렉스,그랜드스타렉스 웨건,"11인승(CVX,HVX)",234796.0,0,234796,Front bumper,"Front bumper:repair,coating"
as-0075445,23987,현대,EQ900,EQ900,3.8 GDI 프레스티지,132260.0,616000,748260,Wheel,Wheel:exchange;Wheel:exchange
